paxil	[4.0195618677564146e-05, 5.793407102717108e-05, 0.00035239806885858265, 3.0375748002794568e-05, 3.125097659301853e-05]
tegretol	[4.0195618677564146e-05, 5.793407102717108e-05, 0.0002819184550868661, 3.0375748002794568e-05, 3.125097659301853e-05]
depakote	[2.6797079118376097e-05, 5.793407102717108e-05, 7.047961377171653e-05, 3.0375748002794568e-05, 7.291894538370991e-05]
doses	[0.00010718831647350439, 5.793407102717108e-05, 0.0009514747859181732, 6.0751496005589135e-05, 0.0005000156254882965]
unknown	[0.0003617605680980773, 5.793407102717108e-05, 0.00035239806885858265, 3.0375748002794568e-05, 0.00010416992197672844]
simvastatin	[2.6797079118376097e-05, 5.793407102717108e-05, 0.0013038728547767559, 3.0375748002794568e-05, 3.125097659301853e-05]
qhs	[6.699269779594024e-05, 0.00011586814205434216, 0.003700179723015118, 3.0375748002794568e-05, 0.00017708886736043835]
hctz	[1.3398539559188049e-05, 5.793407102717108e-05, 0.0004228776826302992, 3.0375748002794568e-05, 1.0416992197672845e-05]
mr	[0.0012996583372412408, 0.0002896703551358554, 0.0001057194206575748, 0.00018225448801676743, 0.0009062783211975374]
59	[0.00018757955382863267, 0.00040553849719019753, 7.047961377171653e-05, 0.00012150299201117827, 4.166796879069138e-05]
year	[0.0031084611777316275, 0.00011586814205434216, 0.00017619903442929133, 0.00012150299201117827, 9.375292977905559e-05]
old	[0.0026127152140416696, 0.0009269451364347373, 3.5239806885858265e-05, 0.0004860119680447131, 0.0002708417971394939]
gentleman	[0.0009244992295839754, 5.793407102717108e-05, 3.5239806885858265e-05, 0.00045563622004191854, 6.250195318603706e-05]
coronary	[0.004501909291887185, 0.000753142923353224, 0.0002114388413151496, 0.0002733817320251511, 0.0019063095721741305]
artery	[0.004689488845715817, 0.0011007473495162506, 0.0001057194206575748, 0.0006378907080586859, 0.002333406252278717]
disease	[0.005680980773095733, 0.0012745495625977638, 0.0002819184550868661, 0.00024300598402235654, 0.0026980009791972666]
status	[0.0046492932270382524, 0.00046347256821736865, 7.047961377171653e-05, 0.0003037574800279457, 0.0018229736345927478]
post	[0.004207141421585047, 0.00046347256821736865, 7.047961377171653e-05, 0.00018225448801676743, 0.0008437763680115004]
ptca	[0.00018757955382863267, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 8.333593758138276e-05]
1990	[0.00022777517250619682, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 2.083398439534569e-05]
present	[0.0002947678703021371, 0.00040553849719019753, 3.5239806885858265e-05, 0.0010327754320950152, 0.00032292675812785814]
recurrent	[0.0007503182153145307, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 0.0002395908205464754]
pain	[0.008829637569504924, 0.0009269451364347373, 0.004510695281389858, 0.0010935269281006044, 0.0026667500026042483]
he	[0.022884705567093187, 0.001448351775679277, 0.0013391126616626142, 0.006500410072598038, 0.01589633009364876]
exercise	[0.000803912373551283, 0.00017380221308151324, 7.047961377171653e-05, 6.0751496005589135e-05, 0.00029167578153483964]
tolerance	[0.0004019561867756415, 0.00011586814205434216, 7.047961377171653e-05, 3.0375748002794568e-05, 0.00015625488296509265]
test	[0.0007369196757553427, 0.00046347256821736865, 3.5239806885858265e-05, 0.00042526047203912394, 0.0006354365240580435]
march	[0.0007905138339920949, 0.00023173628410868432, 0.00014095922754343306, 6.0751496005589135e-05, 0.0005208496098836422]
led	[0.00010718831647350439, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 2.083398439534569e-05]
catheterization	[0.0018355999196087627, 0.000753142923353224, 7.047961377171653e-05, 0.00024300598402235654, 0.0012812900403137597]
showed	[0.0032558451128826956, 0.009385319506401715, 0.00017619903442929133, 0.0030071990522766625, 0.0032917695344646188]
100	[0.0006565284384002143, 0.0012745495625977638, 0.00771751770800296, 0.0014276601561313447, 0.0009166953133952103]
proximal	[0.0006565284384002143, 0.0009269451364347373, 3.5239806885858265e-05, 0.0002733817320251511, 0.0005208496098836422]
right	[0.004890466939103637, 0.003997450900874804, 0.00035239806885858265, 0.00850520944078248, 0.003958457035115681]
successful	[0.00010718831647350439, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 8.333593758138276e-05]
recurred	[0.00010718831647350439, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 2.083398439534569e-05]
february	[0.00032156494942051317, 0.00017380221308151324, 3.5239806885858265e-05, 6.0751496005589135e-05, 0.00029167578153483964]
another	[0.00017418101426944463, 0.00017380221308151324, 7.047961377171653e-05, 3.0375748002794568e-05, 0.0002395908205464754]
stress	[0.0004957459636899578, 0.00034760442616302647, 3.5239806885858265e-05, 3.0375748002794568e-05, 0.00029167578153483964]
restenosis	[8.039123735512829e-05, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 4.166796879069138e-05]
site	[0.0003349634889797012, 0.00011586814205434216, 7.047961377171653e-05, 0.0005467634640503022, 0.00029167578153483964]
second	[0.0003081664098613251, 0.00040553849719019753, 3.5239806885858265e-05, 0.0002733817320251511, 0.0005000156254882965]
performed	[0.0006431298988410263, 0.0006372747812988819, 3.5239806885858265e-05, 0.00015187874001397285, 0.0015521318374532537]
successfully	[4.0195618677564146e-05, 0.00011586814205434216, 3.5239806885858265e-05, 3.0375748002794568e-05, 0.00017708886736043835]
done	[0.0007905138339920949, 0.0008110769943803951, 3.5239806885858265e-05, 0.00015187874001397285, 0.000937529297790556]
most	[0.0005761372010450861, 0.00017380221308151324, 0.0001057194206575748, 0.00033413322803074025, 0.0009062783211975374]
recently	[0.0013130568768004286, 5.793407102717108e-05, 0.0001057194206575748, 3.0375748002794568e-05, 0.00014583789076741982]
29	[0.00014738393515106854, 0.0008110769943803951, 0.0001057194206575748, 0.00012150299201117827, 0.00015625488296509265]
last	[0.0021303677899109, 0.00034760442616302647, 0.0006695563308313071, 0.00021263023601956197, 0.00043751367230225943]
several	[0.0012192670998861124, 0.00011586814205434216, 3.5239806885858265e-05, 0.0002733817320251511, 0.0008750273446045189]
weeks	[0.0016346218262209419, 0.00011586814205434216, 0.0008809951721464567, 0.00012150299201117827, 0.0006458535162557163]
months	[0.0013264554163596167, 5.793407102717108e-05, 0.0004228776826302992, 9.112724400838371e-05, 0.00021875683615112972]
noted	[0.0028672874656662426, 0.0012745495625977638, 3.5239806885858265e-05, 0.001761793384162085, 0.002479244143046137]
less	[0.00032156494942051317, 0.0013904177046521059, 0.0013038728547767559, 0.00012150299201117827, 0.0005833515630696793]
exertion	[0.0010718831647350438, 5.793407102717108e-05, 7.047961377171653e-05, 3.0375748002794568e-05, 0.00011458691417440129]
now	[0.001688215984457694, 0.0005214066392445398, 0.0001057194206575748, 0.00015187874001397285, 0.00045834765669760516]
presents	[0.0017284116031352583, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 0.00011458691417440129]
off	[0.00032156494942051317, 0.00040553849719019753, 0.00017619903442929133, 6.0751496005589135e-05, 0.000864610352406846]
18	[0.0003617605680980773, 0.0016800880597879612, 0.0008809951721464567, 0.0013972844081285502, 0.0003958457035115681]
hours	[0.0006833255175185905, 0.00017380221308151324, 0.0019029495718363464, 0.00015187874001397285, 0.0008854443368021917]
prior	[0.003309439271119448, 0.001506285846706448, 0.0003876378757444409, 0.00024300598402235654, 0.0019792285175578403]
treated	[0.0015140349701882494, 0.00011586814205434216, 7.047961377171653e-05, 0.00018225448801676743, 0.0021771513693136244]
memorial	[0.0005895357406042742, 0.00023173628410868432, 7.047961377171653e-05, 0.00012150299201117827, 0.00014583789076741982]
hospital	[0.003952569169960474, 0.000753142923353224, 0.00017619903442929133, 0.00036450897603353485, 1.004531391605987687]
emergency	[0.0023715415019762848, 0.00034760442616302647, 7.047961377171653e-05, 0.0005467634640503022, 0.0006250195318603706]
room	[0.0013130568768004286, 0.00040553849719019753, 7.047961377171653e-05, 0.0030375748002794568, 0.002072981447336896]
beta	[0.00010718831647350439, 0.00011586814205434216, 7.047961377171653e-05, 6.0751496005589135e-05, 0.0005000156254882965]
blockers	[4.0195618677564146e-05, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 0.00010416992197672844]
tng	[0.00010718831647350439, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 2.083398439534569e-05]
limited	[0.00021437663294700878, 0.00046347256821736865, 3.5239806885858265e-05, 0.0003037574800279457, 0.00015625488296509265]
by	[0.0053192202049976555, 0.000753142923353224, 0.0013038728547767559, 0.0010935269281006044, 0.0061981103576153425]
low	[0.0006163328197226503, 0.0009269451364347373, 0.0002114388413151496, 0.00033413322803074025, 0.0011250351573486672]
blood	[0.00322904803376432, 0.009964660216673426, 0.0016210311167494803, 0.00883934266881322, 0.005593924810150318]
pressure	[0.002277751725061968, 0.000753142923353224, 0.0006695563308313071, 0.00850520944078248, 0.0025104951196391555]
bradycardia	[9.378977691431633e-05, 0.00046347256821736865, 3.5239806885858265e-05, 0.00015187874001397285, 0.00032292675812785814]
because	[0.0006833255175185905, 0.00040553849719019753, 0.0001057194206575748, 0.0003037574800279457, 0.0007812744148254632]
ongoing	[8.039123735512829e-05, 5.793407102717108e-05, 3.5239806885858265e-05, 6.0751496005589135e-05, 0.00011458691417440129]
ekg	[0.0005761372010450861, 0.006256879670934476, 3.5239806885858265e-05, 0.0008201451960754534, 0.0007291894538370991]
changes	[0.0006565284384002143, 0.002838769480331383, 7.047961377171653e-05, 0.0008201451960754534, 0.001000031250976593]
taken	[0.0006297313592818382, 0.00017380221308151324, 0.0002114388413151496, 0.00024300598402235654, 0.0012396220715230684]
cath	[0.00045555034501239364, 5.793407102717108e-05, 3.5239806885858265e-05, 9.112724400838371e-05, 0.00014583789076741982]
lab	[0.00017418101426944463, 0.0005214066392445398, 3.5239806885858265e-05, 9.112724400838371e-05, 9.375292977905559e-05]
found	[0.0017954043009311986, 0.00023173628410868432, 3.5239806885858265e-05, 0.00015187874001397285, 0.0010729501963603028]
70	[0.0005359415823675219, 0.0008110769943803951, 0.0002819184550868661, 0.00036450897603353485, 0.0003125097659301853]
left	[0.006417900448851075, 0.005967209315798621, 0.00024667864820100786, 0.00917347589684396, 0.004729314457743471]
main	[0.00037515910765726534, 0.00017380221308151324, 3.5239806885858265e-05, 0.00012150299201117827, 0.00015625488296509265]
80	[0.0005627386614858981, 0.00046347256821736865, 0.0023258272544666456, 0.0005467634640503022, 0.0005416835942789878]
lad	[0.0009780933878207275, 0.0005214066392445398, 0.0001057194206575748, 0.00024300598402235654, 0.00036459472691854954]
2	[0.0031620553359683794, 0.0027229013382770407, 0.009268069210980725, 0.0018225448801676741, 0.002875089846557705]
minor	[0.00013398539559188047, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 3.125097659301853e-05]
continuing	[9.378977691431633e-05, 0.00023173628410868432, 7.047961377171653e-05, 3.0375748002794568e-05, 0.00020833984395345688]
an	[0.007918536879480137, 0.00538786860552691, 0.000528597103287874, 0.0027034415722487167, 0.007979416023417398]
intraaortic	[8.039123735512829e-05, 5.793407102717108e-05, 3.5239806885858265e-05, 9.112724400838371e-05, 0.00014583789076741982]
balloon	[0.00012058685603269243, 5.793407102717108e-05, 3.5239806885858265e-05, 9.112724400838371e-05, 0.00021875683615112972]
pump	[8.039123735512829e-05, 5.793407102717108e-05, 3.5239806885858265e-05, 0.00015187874001397285, 0.0005208496098836422]
placed	[0.0007503182153145307, 5.793407102717108e-05, 0.0001057194206575748, 9.112724400838371e-05, 0.0023021552756856984]
transferred	[0.0018355999196087627, 0.00017380221308151324, 0.0001057194206575748, 6.0751496005589135e-05, 0.0016458847672323094]
ccu	[0.00016078247471025658, 5.793407102717108e-05, 3.5239806885858265e-05, 9.112724400838371e-05, 0.00025000781274414825]
past	[1.003965967709519663, 0.00011586814205434216, 0.00024667864820100786, 0.00015187874001397285, 0.00034376074252320387]
medical	[0.0035238159040664567, 0.00017380221308151324, 0.0002114388413151496, 0.00012150299201117827, 0.0012292050793253956]
depression	[0.0006565284384002143, 0.0002896703551358554, 3.5239806885858265e-05, 0.00012150299201117827, 0.00014583789076741982]
surgical	[0.0005359415823675219, 0.00011586814205434216, 3.5239806885858265e-05, 0.00042526047203912394, 0.0008125253914184819]
respiratory	[0.0007503182153145307, 0.0002896703551358554, 0.0001057194206575748, 0.004222228972388445, 0.0009896142587789202]
appeared	[0.00014738393515106854, 0.00017380221308151324, 3.5239806885858265e-05, 0.00018225448801676743, 0.000531266602081315]
be	[0.0022509546459435923, 0.0013904177046521059, 0.0018324699580646298, 0.0013972844081285502, 0.009052366219777702]
acute	[0.0009512963087023515, 0.002027692485950988, 0.0001057194206575748, 0.0038577199963549104, 0.0011875371105347042]
distress	[0.00017418101426944463, 5.793407102717108e-05, 3.5239806885858265e-05, 0.005558761884511406, 0.00021875683615112972]
syndrome	[0.0004019561867756415, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 0.0005208496098836422]
secondary	[0.0010182890064982916, 0.0002896703551358554, 3.5239806885858265e-05, 0.0006075149600558914, 0.001260456055918414]
community	[0.00032156494942051317, 0.00011586814205434216, 3.5239806885858265e-05, 6.0751496005589135e-05, 6.250195318603706e-05]
acquired	[4.0195618677564146e-05, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 5.208496098836422e-05]
pneumonia	[0.00054934012192671, 0.0006372747812988819, 3.5239806885858265e-05, 6.0751496005589135e-05, 0.001145869141744013]
maintained	[0.00014738393515106854, 5.793407102717108e-05, 3.5239806885858265e-05, 6.0751496005589135e-05, 0.0010937841807556487]
ventilator	[1.3398539559188049e-05, 0.00011586814205434216, 3.5239806885858265e-05, 6.0751496005589135e-05, 0.0003020927737325125]
ventilated	[1.3398539559188049e-05, 5.793407102717108e-05, 3.5239806885858265e-05, 9.112724400838371e-05, 7.291894538370991e-05]
according	[0.00017418101426944463, 5.793407102717108e-05, 7.047961377171653e-05, 0.00012150299201117827, 5.208496098836422e-05]
protocol	[0.00016078247471025658, 0.00017380221308151324, 3.5239806885858265e-05, 3.0375748002794568e-05, 0.0003020927737325125]
antibiotic	[0.00013398539559188047, 5.793407102717108e-05, 7.047961377171653e-05, 3.0375748002794568e-05, 0.00033334375032553103]
coverage	[5.3594158236752195e-05, 5.793407102717108e-05, 0.0001057194206575748, 3.0375748002794568e-05, 0.0003125097659301853]
her	[0.010611643330876934, 0.007821099588668095, 0.0013743524685484723, 0.009416481880866317, 0.018292238299113514]
started	[0.0011522744020901721, 0.00034760442616302647, 0.00024667864820100786, 3.0375748002794568e-05, 0.0031771826202902174]
levaquin	[6.699269779594024e-05, 5.793407102717108e-05, 0.00014095922754343306, 3.0375748002794568e-05, 0.00014583789076741982]
ceftriaxone	[0.00016078247471025658, 5.793407102717108e-05, 0.0001057194206575748, 3.0375748002794568e-05, 0.00022917382834880258]
vancomycin	[0.00026797079118376095, 0.00011586814205434216, 0.0005638369101737322, 9.112724400838371e-05, 0.0011562861339416857]
next	[0.00016078247471025658, 0.00023173628410868432, 0.00024667864820100786, 9.112724400838371e-05, 0.0006771044928487349]
two	[0.0028404903865478664, 0.0002896703551358554, 0.00345350107481411, 0.0004860119680447131, 0.0022813212912903527]
days	[0.0020901721712333356, 0.00017380221308151324, 0.0031011030059555273, 6.0751496005589135e-05, 0.0022292363303019888]
vent	[5.3594158236752195e-05, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 7.291894538370991e-05]
settings	[2.6797079118376097e-05, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 0.00010416992197672844]
gradually	[0.00017418101426944463, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 0.0003541777347208767]
weaned	[0.00010718831647350439, 0.0002896703551358554, 0.00014095922754343306, 3.0375748002794568e-05, 0.0007187724616394262]
extubated	[2.6797079118376097e-05, 0.00011586814205434216, 7.047961377171653e-05, 6.0751496005589135e-05, 0.000604185547465025]
being	[0.0005091445032491458, 0.00023173628410868432, 0.00014095922754343306, 0.00018225448801676743, 0.0007708574226277904]
extubation	[2.6797079118376097e-05, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 0.00011458691417440129]
oxygenating	[1.3398539559188049e-05, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 7.291894538370991e-05]
face	[0.00022777517250619682, 5.793407102717108e-05, 7.047961377171653e-05, 0.0003037574800279457, 0.00012500390637207412]
mask	[0.00014738393515106854, 5.793407102717108e-05, 3.5239806885858265e-05, 0.00015187874001397285, 8.333593758138276e-05]
did	[0.0018355999196087627, 0.0005793407102717108, 0.00017619903442929133, 0.0007593937000698642, 0.0038438701209412792]
continue	[6.699269779594024e-05, 0.00011586814205434216, 0.000528597103287874, 3.0375748002794568e-05, 0.0010312822275696115]
persistent	[0.0002947678703021371, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 0.00037501171911622237]
fairly	[0.00021437663294700878, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 0.00013542089856974696]
severe	[0.001138875862530984, 0.00023173628410868432, 7.047961377171653e-05, 0.00024300598402235654, 0.0005521005864766608]
cough	[0.001138875862530984, 5.793407102717108e-05, 0.0002819184550868661, 6.0751496005589135e-05, 0.00033334375032553103]
however	[0.0011790714812085483, 0.0009848792074619082, 7.047961377171653e-05, 0.0006075149600558914, 0.002656333010406575]
weak	[0.00014738393515106854, 5.793407102717108e-05, 3.5239806885858265e-05, 0.00012150299201117827, 4.166796879069138e-05]
due	[0.0007369196757553427, 0.0005214066392445398, 0.00017619903442929133, 0.00045563622004191854, 0.0017188037126160192]
abdominal	[0.0018222013800495746, 0.0006372747812988819, 3.5239806885858265e-05, 0.0009112724400838371, 0.0010416992197672843]
muscle	[0.00013398539559188047, 5.793407102717108e-05, 0.0001057194206575748, 0.00024300598402235654, 0.00015625488296509265]
repeated	[8.039123735512829e-05, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 0.00021875683615112972]
coughing	[2.6797079118376097e-05, 5.793407102717108e-05, 3.5239806885858265e-05, 6.0751496005589135e-05, 7.291894538370991e-05]
mostly	[9.378977691431633e-05, 5.793407102717108e-05, 3.5239806885858265e-05, 0.00012150299201117827, 7.291894538370991e-05]
nonproductive	[0.00013398539559188047, 5.793407102717108e-05, 3.5239806885858265e-05, 3.0375748002794568e-05, 3.125097659301853e-05]
breathing	[0.00017418101426944463, 5.793407102717108e-05, 7.047961377171653e-05, 0.00033413322803074025, 0.00017708886736043835]
comfortably	[1.3398539559188049e-05, 5.793407102717108e-05, 3.5239806885858265e-05, 0.00024300598402235654, 6.250195318603706e-05]
